ID Group,Group,ID Industry,Industry,ID Year,Year,ID State,State,Workforce by Industry and Gender,Workforce by Industry and Gender Moe,ACS Industry yg RCA,Geography,ID Geography,Slug Geography,Median Earnings,Median Earnings Moe,Workforce Prev,Workforce Growth,Median Earnings Prev,Median Earnings Growth,Share
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2021,"2021","04000US24","Maryland",700,166.00301202086666,0.6445023605575178,"Carroll County, MD","05000US24013","carroll-county-md",53911,36436,707,-0.9900990099009901,62207,-13.336119729290916,0.7744819269110341
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2021,"2021","04000US24","Maryland",103,83.00602387778854,0.24884063214588623,"Carroll County, MD","05000US24013","carroll-county-md",40750,68739,100,3,75577,-46.08147981528772,0.11395948353119503
1,"Construction (Group)",2,"Construction",2021,"2021","04000US24","Maryland",9265,722.1703400168135,1.5065680127308343,"Carroll County, MD","05000US24013","carroll-county-md",120629,10205,9609,-3.5799771047975852,114379,5.464289773472403,10.250821504043902
2,"Manufacturing (Group)",3,"Manufacturing",2021,"2021","04000US24","Maryland",5802,537.8856755854351,0.6405152770568826,"Carroll County, MD","05000US24013","carroll-county-md",111742,12973,5327,8.916838746010889,109362,2.1762586638869075,6.4193487713397435
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2021,"2021","04000US24","Maryland",2134,386.51778743028115,0.9494786874275926,"Carroll County, MD","05000US24013","carroll-county-md",104173,53956,2151,-0.7903300790330079,102466,1.66591845099838,2.361063474325924
4,"Retail Trade (Group)",5,"Retail Trade",2021,"2021","04000US24","Maryland",9104,678.88879796326,0.9195708459331653,"Carroll County, MD","05000US24013","carroll-county-md",58404,9604,9015,0.9872434830837493,52271,11.733083354058655,10.072690660854363
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2021,"2021","04000US24","Maryland",2468,362.3534186398688,0.5660784740759927,"Carroll County, MD","05000US24013","carroll-county-md",83221,13767,2531,-2.489134729355986,83893,-0.8010203473472162,2.73060199373776
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2021,"2021","04000US24","Maryland",708,182.72657168567466,0.9432309849175274,"Carroll County, MD","05000US24013","carroll-county-md",218366,70034,678,4.424778761061947,160222,36.289648113242876,0.7833331489328745
6,"Information (Group)",8,"Information",2021,"2021","04000US24","Maryland",1555,220.53797858872286,0.8939862962364877,"Carroll County, MD","05000US24013","carroll-county-md",127763,32068,1633,-4.776484996938151,115850,10.28312473025464,1.7204562804952257
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2021,"2021","04000US24","Maryland",5145,470.8003823277972,1.2018440263758672,"Carroll County, MD","05000US24013","carroll-county-md",191071,19998,4822,6.698465367067606,177458,7.671110910750713,5.692442162796101
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2021,"2021","04000US24","Maryland",1632,253.9389690457138,0.9408554456201628,"Carroll County, MD","05000US24013","carroll-county-md",125909,22418,1513,7.865168539325842,117407,7.241476232251911,1.8056492924554395
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2021,"2021","04000US24","Maryland",8454,581.7387729900767,1.2240813618403479,"Carroll County, MD","05000US24013","carroll-county-md",176182,23710,7692,9.906396255850234,160766,9.589092220992,9.353528871579833
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2021,"2021","04000US24","Maryland",55,33.28663395418648,0.4279404637016625,"Carroll County, MD","05000US24013","carroll-county-md",82083,150252,38,44.73684210526316,150357,-45.40792912867376,0.06085215140015269
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2021,"2021","04000US24","Maryland",3183,410.0951109194061,0.8458267821838119,"Carroll County, MD","05000US24013","carroll-county-md",94731,16014,3447,-7.658833768494342,87105,8.754950921301877,3.521679961939745
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2021,"2021","04000US24","Maryland",10045,702.125344934934,1.1909072402815364,"Carroll County, MD","05000US24013","carroll-county-md",119326,12424,9708,3.4713638236505973,115587,3.234792840025262,11.11381565117334
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2021,"2021","04000US24","Maryland",12417,718.4601589510722,0.9811719121519235,"Carroll County, MD","05000US24013","carroll-county-md",101625,10075,12040,3.1312292358803986,97596,4.128242960777081,13.738202980649017
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2021,"2021","04000US24","Maryland",1592,289.8706608127149,0.8406491602544895,"Carroll County, MD","05000US24013","carroll-county-md",51116,16459,1450,9.793103448275863,52692,-2.990966370606544,1.7613931823462377
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2021,"2021","04000US24","Maryland",4260,475.66059328054496,0.6720710086028073,"Carroll County, MD","05000US24013","carroll-county-md",31107,5872,4368,-2.4725274725274726,36218,-14.111767629355567,4.713275726630008
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2021,"2021","04000US24","Maryland",4557,611.0057282873869,1.06096609389454,"Carroll County, MD","05000US24013","carroll-county-md",,,4702,-3.0837941301573797,,NaN,5.041877344190833
12,"Public Administration (Group)",19,"Public Administration",2021,"2021","04000US24","Maryland",7204,639.6201998061038,1.6966256390704098,"Carroll County, MD","05000US24013","carroll-county-md",189230,22506,6673,7.957440431589989,185593,1.9596644269988632,7.970525430667272
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2020,"2020","04000US24","Maryland",707,184.95404834715026,0.6533826327453744,"Carroll County, MD","05000US24013","carroll-county-md",62207,20477,779,-9.242618741976894,57575,8.045158488927486,0.8015509500702915
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2020,"2020","04000US24","Maryland",100,71.58910531638176,0.23690887010711478,"Carroll County, MD","05000US24013","carroll-county-md",75577,76484,51,96.07843137254902,75083,0.6579385480068723,0.11337354314997052
1,"Construction (Group)",2,"Construction",2020,"2020","04000US24","Maryland",9609,722.5634920199054,1.6304075766249086,"Carroll County, MD","05000US24013","carroll-county-md",114379,11985,8905,7.905670971364402,103747,10.2480071712917,10.894063761280668
2,"Manufacturing (Group)",3,"Manufacturing",2020,"2020","04000US24","Maryland",5327,496.601449856925,0.6028363081898016,"Carroll County, MD","05000US24013","carroll-county-md",109362,20092,5306,0.395778364116095,122846,-10.976344366116928,6.03940864359893
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2020,"2020","04000US24","Maryland",2151,377.60561436504094,0.9571568815077209,"Carroll County, MD","05000US24013","carroll-county-md",102466,36465,2084,3.2149712092130516,107754,-4.907474432503666,2.4386649131558658
4,"Retail Trade (Group)",5,"Retail Trade",2020,"2020","04000US24","Maryland",9015,669.6484152150291,0.9265920920284221,"Carroll County, MD","05000US24013","carroll-county-md",52271,8903,8694,3.692201518288475,49017,6.638513168900586,10.220624914969843
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2020,"2020","04000US24","Maryland",2531,347.2477501726973,0.6135614903317769,"Carroll County, MD","05000US24013","carroll-county-md",83893,16047,2861,-11.53442852149598,95441,-12.099621755849164,2.8694843771257537
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2020,"2020","04000US24","Maryland",678,175.80102388780335,0.931570166798994,"Carroll County, MD","05000US24013","carroll-county-md",160222,142568,482,40.66390041493776,169522,-5.486013614752068,0.7686726225568001
6,"Information (Group)",8,"Information",2020,"2020","04000US24","Maryland",1633,237.9936973955403,0.9411003543184668,"Carroll County, MD","05000US24013","carroll-county-md",115850,13965,1966,-16.93794506612411,114044,1.583599312546035,1.8513899596390186
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2020,"2020","04000US24","Maryland",4822,473.3539901595845,1.1693959620263714,"Carroll County, MD","05000US24013","carroll-county-md",177458,8504,4764,1.2174643157010916,171106,3.7123186796488725,5.466872250691578
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2020,"2020","04000US24","Maryland",1513,230.79428069170172,0.8820918124008306,"Carroll County, MD","05000US24013","carroll-county-md",117407,30112,1716,-11.82983682983683,117566,-0.13524318255277887,1.715341707859054
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2020,"2020","04000US24","Maryland",7692,633.199020845737,1.1742849388734806,"Carroll County, MD","05000US24013","carroll-county-md",160766,15603,7431,3.512313282196205,160179,0.3664650172619382,8.720692939095732
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2020,"2020","04000US24","Maryland",38,29.832867780352597,0.3099587712527234,"Carroll County, MD","05000US24013","carroll-county-md",150357,72074,33,15.151515151515152,104750,43.538902147971356,0.0430819463969888
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2020,"2020","04000US24","Maryland",3447,447.41479635792103,0.9345371369852147,"Carroll County, MD","05000US24013","carroll-county-md",87105,17277,3685,-6.458616010854818,80973,7.572894668593235,3.9079860323794837
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2020,"2020","04000US24","Maryland",9708,715.8617184903799,1.1819190813900498,"Carroll County, MD","05000US24013","carroll-county-md",115587,9467,9861,-1.5515667782172193,106934,8.09190715768605,11.006303568999138
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2020,"2020","04000US24","Maryland",12040,741.0438583511774,0.9761807503289659,"Carroll County, MD","05000US24013","carroll-county-md",97596,12215,11384,5.762473647224174,106240,-8.136295180722891,13.65017459525645
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2020,"2020","04000US24","Maryland",1450,261.81672979395336,0.7624883537631958,"Carroll County, MD","05000US24013","carroll-county-md",52692,18289,1306,11.0260336906585,51568,2.1796462922742785,1.6439163756745725
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2020,"2020","04000US24","Maryland",4368,560.290103428572,0.6837209630604767,"Carroll County, MD","05000US24013","carroll-county-md",36218,9176,4385,-0.38768529076396807,31868,13.650056482992342,4.952156364790712
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2020,"2020","04000US24","Maryland",4702,540.8558033339384,1.105572927697587,"Carroll County, MD","05000US24013","carroll-county-md",,,4493,4.651680391720454,,NaN,5.3308239989116135
12,"Public Administration (Group)",19,"Public Administration",2020,"2020","04000US24","Maryland",6673,530.9472666847433,1.6219700338175316,"Carroll County, MD","05000US24013","carroll-county-md",185593,18649,7446,-10.381412839108247,180630,2.7476056026130764,7.565416534397533
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2019,"2019","04000US24","Maryland",779,192.93781381574738,0.7059587165186766,"Carroll County, MD","05000US24013","carroll-county-md",57575,7321,741,5.128205128205128,57309,0.4641504824722121,0.8889446777432901
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2019,"2019","04000US24","Maryland",51,47.20169488482379,0.1135075956071627,"Carroll County, MD","05000US24013","carroll-county-md",75083,64830,41,24.390243902439025,47125,59.32732095490716,0.05819791856855944
1,"Construction (Group)",2,"Construction",2019,"2019","04000US24","Maryland",8905,554.8333083007905,1.5414759843765498,"Carroll County, MD","05000US24013","carroll-county-md",103747,18123,8792,1.2852593266606005,96006,8.06303772680874,10.16181303633376
2,"Manufacturing (Group)",3,"Manufacturing",2019,"2019","04000US24","Maryland",5306,483.0010351955781,0.599016737564808,"Carroll County, MD","05000US24013","carroll-county-md",122846,11530,5519,-3.8593948179017934,120003,2.3691074389806923,6.054865802446595
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2019,"2019","04000US24","Maryland",2084,323.5135236740498,0.9167889591432907,"Carroll County, MD","05000US24013","carroll-county-md",107754,14380,2031,2.609551944854751,105117,2.5086332372499216,2.378126711703487
4,"Retail Trade (Group)",5,"Retail Trade",2019,"2019","04000US24","Maryland",8694,575.0147824186784,0.8896702903450651,"Carroll County, MD","05000US24013","carroll-county-md",49017,6739,8872,-2.006311992786294,49696,-1.3663071474565358,9.921033412452072
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2019,"2019","04000US24","Maryland",2861,373.4715517947786,0.718229026797854,"Carroll County, MD","05000US24013","carroll-county-md",95441,19531,2752,3.9607558139534884,91365,4.46122694686149,3.264789118130363
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2019,"2019","04000US24","Maryland",482,139.71399357258386,0.6721552108195912,"Carroll County, MD","05000US24013","carroll-county-md",169522,36354,511,-5.6751467710371815,165031,2.7213069059752413,0.5500273872557969
6,"Information (Group)",8,"Information",2019,"2019","04000US24","Maryland",1966,284.5083478564381,1.1154767241405603,"Carroll County, MD","05000US24013","carroll-county-md",114044,10654,2100,-6.380952380952381,109318,4.323167273459083,2.2434727040350557
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2019,"2019","04000US24","Maryland",4764,419.46871158645433,1.178412067018802,"Carroll County, MD","05000US24013","carroll-county-md",171106,18852,4454,6.960035922766053,171280,-0.1015880429705745,5.436370275698375
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2019,"2019","04000US24","Maryland",1716,264.90941848111027,1.0080566367953465,"Carroll County, MD","05000US24013","carroll-county-md",117566,32817,1970,-12.893401015228426,103283,13.828994122943755,1.9581887894832937
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2019,"2019","04000US24","Maryland",7431,510.65448201303394,1.1783742262796069,"Carroll County, MD","05000US24013","carroll-county-md",160179,10642,7743,-4.029445951181713,148435,7.911880621147303,8.47977907613657
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2019,"2019","04000US24","Maryland",33,23.021728866442675,0.2952223408843229,"Carroll County, MD","05000US24013","carroll-county-md",104750,96122,47,-29.78723404255319,101750,2.9484029484029484,0.037657476720832576
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2019,"2019","04000US24","Maryland",3685,440.44068840196854,0.9888836926190216,"Carroll County, MD","05000US24013","carroll-county-md",80973,19110,3678,0.19032082653616098,72864,11.128952569169961,4.20508490049297
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2019,"2019","04000US24","Maryland",9861,593.1778822579278,1.2142686513648133,"Carroll County, MD","05000US24013","carroll-county-md",106934,9203,9435,4.51510333863275,107573,-0.5940152268691958,11.252738725579697
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2019,"2019","04000US24","Maryland",11384,655.0793845023669,0.9359506890487996,"Carroll County, MD","05000US24013","carroll-county-md",106240,12481,10901,4.430786166406752,103045,3.100587122131108,12.990688333029029
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2019,"2019","04000US24","Maryland",1306,214.2545215392198,0.6772423004497224,"Carroll County, MD","05000US24013","carroll-county-md",51568,13012,1470,-11.156462585034014,49926,3.2888675239354246,1.4903231696184043
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2019,"2019","04000US24","Maryland",4385,399.9962499824217,0.6705493767538144,"Carroll County, MD","05000US24013","carroll-county-md",31868,6748,4730,-7.293868921775898,27416,16.238692734169828,5.003879861237904
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2019,"2019","04000US24","Maryland",4493,396.23225512317896,1.0553215289659372,"Carroll County, MD","05000US24013","carroll-county-md",,,4749,-5.390608549168245,,NaN,5.127122512324265
12,"Public Administration (Group)",19,"Public Administration",2019,"2019","04000US24","Maryland",7446,546.1071323467585,1.8441982537878268,"Carroll County, MD","05000US24013","carroll-county-md",180630,14904,7463,-0.22779043280182232,175081,3.1693901679793925,8.496896111009677
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2018,"2018","04000US24","Maryland",741,171.67993476233616,0.6555079863964418,"Carroll County, MD","05000US24013","carroll-county-md",57309,6758,774,-4.263565891472868,50104,14.38008941401884,0.842055023352538
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2018,"2018","04000US24","Maryland",41,41.036569057366385,0.0855959580732933,"Carroll County, MD","05000US24013","carroll-county-md",47125,52409,43,-4.651162790697675,70341,-33.00493311155656,0.046591438539074305
1,"Construction (Group)",2,"Construction",2018,"2018","04000US24","Maryland",8792,541.8422279593941,1.545356492220897,"Carroll County, MD","05000US24013","carroll-county-md",96006,14454,8291,6.042696900253286,88725,8.20625528317836,9.991022625257106
2,"Manufacturing (Group)",3,"Manufacturing",2018,"2018","04000US24","Maryland",5519,493.53925882344964,0.6159988368200332,"Carroll County, MD","05000US24013","carroll-county-md",120003,11346,5886,-6.2351342167855925,119914,0.07421985756458795,6.271662177979295
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2018,"2018","04000US24","Maryland",2031,281.60255680657446,0.8756372910323647,"Carroll County, MD","05000US24013","carroll-county-md",105117,13827,2028,0.14792899408284024,106038,-0.8685565551971934,2.3079807725087784
4,"Retail Trade (Group)",5,"Retail Trade",2018,"2018","04000US24","Maryland",8872,563.6000354861593,0.8932057484938195,"Carroll County, MD","05000US24013","carroll-county-md",49696,6708,9386,-5.4762412103132325,47735,4.108096784330156,10.081932749235786
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2018,"2018","04000US24","Maryland",2752,366.45600008732293,0.7101669790442483,"Carroll County, MD","05000US24013","carroll-county-md",91365,18924,2696,2.0771513353115725,99803,-8.454655671673196,3.127308264866646
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2018,"2018","04000US24","Maryland",511,113.32254850646451,0.7050307740700611,"Carroll County, MD","05000US24013","carroll-county-md",165031,68873,539,-5.194805194805195,132273,24.76544721900917,0.5806884169138286
6,"Information (Group)",8,"Information",2018,"2018","04000US24","Maryland",2100,238.29813259864204,1.1519089356050758,"Carroll County, MD","05000US24013","carroll-county-md",109318,7947,2046,2.6392961876832843,102804,6.3363293257071716,2.3863907544403915
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2018,"2018","04000US24","Maryland",4454,401.06981935817606,1.096719986616588,"Carroll County, MD","05000US24013","carroll-county-md",171280,15270,4258,4.603100046970408,159363,7.477896374942741,5.0614211525130965
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2018,"2018","04000US24","Maryland",1970,282.842712474619,1.1527343673623116,"Carroll County, MD","05000US24013","carroll-county-md",103283,21983,1797,9.627156371730662,105802,-2.3808623655507457,2.2386618029750336
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2018,"2018","04000US24","Maryland",7743,448.93763486702693,1.2484279688732758,"Carroll County, MD","05000US24013","carroll-county-md",148435,8035,7854,-1.413292589763178,142636,4.065593538798059,8.798963624586644
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2018,"2018","04000US24","Maryland",47,29.068883707497264,0.4760865738846606,"Carroll County, MD","05000US24013","carroll-county-md",101750,100059,31,51.61290322580645,143182,-28.936598175748347,0.05340969783747542
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2018,"2018","04000US24","Maryland",3678,421.7404415040132,0.9793356838422882,"Carroll County, MD","05000US24013","carroll-county-md",72864,13306,3801,-3.235990528808208,71350,2.1219341275402943,4.179592949919885
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2018,"2018","04000US24","Maryland",9435,549.516150809055,1.160421281379131,"Carroll County, MD","05000US24013","carroll-county-md",107573,7956,9293,1.5280318519315614,104966,2.48366137606463,10.721712746735758
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2018,"2018","04000US24","Maryland",10901,596.9690109210025,0.8932923920316702,"Carroll County, MD","05000US24013","carroll-county-md",103045,18492,10932,-0.28357116721551406,103459,-0.4001585169004147,12.387640768645099
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2018,"2018","04000US24","Maryland",1470,213.71476317746516,0.7615212787701682,"Carroll County, MD","05000US24013","carroll-county-md",49926,18682,1358,8.24742268041237,52343,-4.617618401696502,1.6704735281082739
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2018,"2018","04000US24","Maryland",4730,432.20943997094747,0.7169919698071471,"Carroll County, MD","05000US24013","carroll-county-md",27416,4203,5173,-8.563696114440363,26014,5.3894057046205885,5.375061080239548
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2018,"2018","04000US24","Maryland",4749,405.2024185515185,1.104740984371089,"Carroll County, MD","05000US24013","carroll-county-md",,,4793,-0.918005424577509,,NaN,5.396652234684485
12,"Public Administration (Group)",19,"Public Administration",2018,"2018","04000US24","Maryland",7463,528.2054524519791,1.8296187747541464,"Carroll County, MD","05000US24013","carroll-county-md",175081,15453,7356,1.454594888526373,168622,3.830461031182171,8.480778190661258
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2017,"2017","04000US24","Maryland",774,216.5848563496534,0.6737867033319386,"Carroll County, MD","05000US24013","carroll-county-md",50104,10587,925,-16.324324324324323,47857,4.695237896232526,0.8762098828323994
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2017,"2017","04000US24","Maryland",43,43.278170016764804,0.08529368397452497,"Carroll County, MD","05000US24013","carroll-county-md",70341,51699,28,53.57142857142857,71389,-1.4680132793567637,0.04867832682402219
1,"Construction (Group)",2,"Construction",2017,"2017","04000US24","Maryland",8291,550.5506334570873,1.477857406658264,"Carroll County, MD","05000US24013","carroll-county-md",88725,6000,8555,-3.0859146697837523,88232,0.5587541934898903,9.38586064413879
2,"Manufacturing (Group)",3,"Manufacturing",2017,"2017","04000US24","Maryland",5886,495.51589278246155,0.648354172736269,"Carroll County, MD","05000US24013","carroll-county-md",119914,11592,5939,-0.8924061289779425,117494,2.0596796432158238,6.663270504330107
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2017,"2017","04000US24","Maryland",2028,225.07776433935004,0.855201092128602,"Carroll County, MD","05000US24013","carroll-county-md",106038,10445,2097,-3.290414878397711,107558,-1.4131910225180833,2.295805739514349
4,"Retail Trade (Group)",5,"Retail Trade",2017,"2017","04000US24","Maryland",9386,614.677964465947,0.9321287285062255,"Carroll County, MD","05000US24013","carroll-county-md",47735,5726,9681,-3.047205867162483,47526,0.43975928965197997,10.625459896983076
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2017,"2017","04000US24","Maryland",2696,332.8618331981004,0.7154657156600401,"Carroll County, MD","05000US24013","carroll-county-md",99803,12255,2908,-7.290233837689134,97832,2.0146782238940224,3.0520178864549727
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2017,"2017","04000US24","Maryland",539,127.75758294520135,0.7308382910147803,"Carroll County, MD","05000US24013","carroll-county-md",132273,32404,645,-16.434108527131784,131447,0.6283901496420611,0.6101771664685572
