ID Group,Group,ID Industry,Industry,ID Year,Year,ID State,State,Workforce by Industry and Gender,Workforce by Industry and Gender Moe,ACS Industry yg RCA,Geography,ID Geography,Slug Geography,Median Earnings,Median Earnings Moe,Workforce Prev,Workforce Growth,Median Earnings Prev,Median Earnings Growth,Share
6,"Information (Group)",8,"Information",2017,"2017","04000US24","Maryland",2046,236.96624232155938,1.0992190547556504,"Carroll County, MD","05000US24013","carroll-county-md",102804,16322,1995,2.556390977443609,104386,-1.5155289023432261,2.316182713533707
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2017,"2017","04000US24","Maryland",4258,373.44879167029046,1.0368693577173391,"Carroll County, MD","05000US24013","carroll-county-md",159363,17830,4083,4.286064168503551,152364,4.5936047885327245,4.820286409690383
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2017,"2017","04000US24","Maryland",1797,262.03053257206494,1.0538339357887807,"Carroll County, MD","05000US24013","carroll-county-md",105802,27233,1718,4.59837019790454,106481,-0.6376724486058545,2.0343012395992526
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2017,"2017","04000US24","Maryland",7854,506.6537279049667,1.2854305421247278,"Carroll County, MD","05000US24013","carroll-county-md",142636,10354,7525,4.372093023255814,143810,-0.816354912732077,8.891152997113263
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2017,"2017","04000US24","Maryland",31,23.345235059857504,0.3651958985989049,"Carroll County, MD","05000US24013","carroll-county-md",143182,41584,43,-27.906976744186046,45750,212.96612021857922,0.03509367747778344
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2017,"2017","04000US24","Maryland",3801,446.6060904197344,1.0062883769745827,"Carroll County, MD","05000US24013","carroll-county-md",71350,6522,3943,-3.6013187927973624,72532,-1.6296255445872168,4.302937680421124
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2017,"2017","04000US24","Maryland",9293,561.1773338259484,1.137250324649492,"Carroll County, MD","05000US24013","carroll-county-md",104966,8096,8732,6.424644983967018,101680,3.231707317073171,10.520178864549726
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2017,"2017","04000US24","Maryland",10932,686.4874361559722,0.8938835817614952,"Carroll County, MD","05000US24013","carroll-county-md",103459,16936,10995,-0.572987721691678,93159,11.056365997917538,12.3756155544235
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2017,"2017","04000US24","Maryland",1358,218.68927728629038,0.7051748440084277,"Carroll County, MD","05000US24013","carroll-county-md",52343,15197,1438,-5.563282336578582,47819,9.46067462724022,1.537329484349352
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2017,"2017","04000US24","Maryland",5173,435.90824722640895,0.7802252846249511,"Carroll County, MD","05000US24013","carroll-county-md",26014,4115,5321,-2.7814320616425485,25328,2.708464939987366,5.856115922341088
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2017,"2017","04000US24","Maryland",4793,417.73197148410844,1.108555529997764,"Carroll County, MD","05000US24013","carroll-county-md",,,4757,0.7567794828673533,,NaN,5.425935359710194
12,"Public Administration (Group)",19,"Public Administration",2017,"2017","04000US24","Maryland",7356,516.8539445530042,1.7849718085383144,"Carroll County, MD","05000US24013","carroll-county-md",168622,20810,7232,1.7146017699115044,157125,7.317104216388226,8.327390049244354
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2016,"2016","04000US24","Maryland",925,219.5449840010015,0.7875176074416361,"Carroll County, MD","05000US24013","carroll-county-md",47857,11936,982,-5.8044806517311605,45198,5.883003672728881,1.0444896115627824
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2016,"2016","04000US24","Maryland",28,36.235341863986875,0.05312909177521601,"Carroll County, MD","05000US24013","carroll-county-md",71389,52733,31,-9.67741935483871,,NaN,0.03161698283649503
1,"Construction (Group)",2,"Construction",2016,"2016","04000US24","Maryland",8555,510.06372150938165,1.5445244202866055,"Carroll County, MD","05000US24013","carroll-county-md",88232,4408,7823,9.357024159529592,86635,1.8433658452126738,9.66011743450768
2,"Manufacturing (Group)",3,"Manufacturing",2016,"2016","04000US24","Maryland",5939,496.1703336556912,0.6480162551054526,"Carroll County, MD","05000US24013","carroll-county-md",117494,10851,6485,-8.419429452582884,107907,8.88450239558138,6.7061878952122855
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2016,"2016","04000US24","Maryland",2097,268.77871939571406,0.8775693372813725,"Carroll County, MD","05000US24013","carroll-county-md",107558,11785,2171,-3.408567480423768,109242,-1.5415316453378738,2.3678861788617884
4,"Retail Trade (Group)",5,"Retail Trade",2016,"2016","04000US24","Maryland",9681,620.206417251547,0.9501415850785856,"Carroll County, MD","05000US24013","carroll-county-md",47526,4226,9643,0.39406823602613295,49915,-4.786136431934288,10.931571815718156
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2016,"2016","04000US24","Maryland",2908,324.49961479175903,0.7878909942110414,"Carroll County, MD","05000US24013","carroll-county-md",97832,7815,2736,6.286549707602338,95218,2.7452792539225777,3.283649503161698
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2016,"2016","04000US24","Maryland",645,153.7693077307692,0.8671151130573033,"Carroll County, MD","05000US24013","carroll-county-md",131447,37401,708,-8.898305084745763,129323,1.6423992638587106,0.728319783197832
6,"Information (Group)",8,"Information",2016,"2016","04000US24","Maryland",1995,256.7372197403407,1.064563592064264,"Carroll County, MD","05000US24013","carroll-county-md",104386,10884,2048,-2.587890625,109243,-4.44605146325165,2.252710027100271
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2016,"2016","04000US24","Maryland",4083,373.48360071092816,0.988689929344516,"Carroll County, MD","05000US24013","carroll-county-md",152364,19638,4036,1.1645193260654112,146338,4.11786412278424,4.610433604336044
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2016,"2016","04000US24","Maryland",1718,237.34573937612615,1.014512034139872,"Carroll County, MD","05000US24013","carroll-county-md",106481,21040,1681,2.2010707911957166,110910,-3.9933279235416106,1.9399277326106596
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2016,"2016","04000US24","Maryland",7525,503.7588708896351,1.2498152815486905,"Carroll County, MD","05000US24013","carroll-county-md",143810,11621,7778,-3.25276420673695,141209,1.8419505838862962,8.49706413730804
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2016,"2016","04000US24","Maryland",43,32.202484376209235,0.5624332123614317,"Carroll County, MD","05000US24013","carroll-county-md",45750,12044,42,2.380952380952381,40833,12.041730952905738,0.0485546522131888
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2016,"2016","04000US24","Maryland",3943,399.94124568491304,1.0416252871304221,"Carroll County, MD","05000US24013","carroll-county-md",72532,5987,3509,12.368196067255628,76342,-4.99069974588038,4.452348690153568
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2016,"2016","04000US24","Maryland",8732,502.22903141893346,1.0619257494438643,"Carroll County, MD","05000US24013","carroll-county-md",101680,8337,8634,1.1350474866805653,97616,4.163251925913785,9.859981933152664
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2016,"2016","04000US24","Maryland",10995,632.3321911780231,0.8980390245588503,"Carroll County, MD","05000US24013","carroll-county-md",93159,14700,11310,-2.7851458885941645,92355,0.8705538411564073,12.41531165311653
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2016,"2016","04000US24","Maryland",1438,218.96118377465902,0.747441143673006,"Carroll County, MD","05000US24013","carroll-county-md",47819,12720,1441,-0.2081887578070784,40417,18.314075760199916,1.623757904245709
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2016,"2016","04000US24","Maryland",5321,430.41491609840847,0.8010430718117583,"Carroll County, MD","05000US24013","carroll-county-md",25328,4460,5264,1.0828267477203648,23872,6.099195710455764,6.008355916892502
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2016,"2016","04000US24","Maryland",4757,464.400689060643,1.0926424509408001,"Carroll County, MD","05000US24013","carroll-county-md",,,4400,8.113636363636363,,NaN,5.371499548328817
12,"Public Administration (Group)",19,"Public Administration",2016,"2016","04000US24","Maryland",7232,518.4013888870284,1.7321701664230396,"Carroll County, MD","05000US24013","carroll-county-md",157125,19567,7474,-3.2378913567032384,147199,6.743252331877255,8.166214995483289
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2015,"2015","04000US24","Maryland",982,230.08259386576808,0.8256288641032332,"Carroll County, MD","05000US24013","carroll-county-md",45198,6922,851,15.393654524089307,45311,-0.2493875659332171,1.113429180461699
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2015,"2015","04000US24","Maryland",31,29.068883707497264,0.057763540786132724,"Carroll County, MD","05000US24013","carroll-county-md",,,28,10.714285714285714,,NaN,0.03514898634858724
1,"Construction (Group)",2,"Construction",2015,"2015","04000US24","Maryland",7823,527.3935911631843,1.4320696262023664,"Carroll County, MD","05000US24013","carroll-county-md",86635,6025,8143,-3.9297556183224858,89890,-3.621092446323284,8.870016780806386
2,"Manufacturing (Group)",3,"Manufacturing",2015,"2015","04000US24","Maryland",6485,479.95208094142066,0.7063848655867973,"Carroll County, MD","05000US24013","carroll-county-md",107907,14881,6566,-1.2336277794699968,105368,2.409649988611343,7.352941176470589
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2015,"2015","04000US24","Maryland",2171,284.29737951659,0.9040086735741373,"Carroll County, MD","05000US24013","carroll-county-md",109242,9543,2203,-1.4525646845211075,110295,-0.9547123623011016,2.461562882670416
4,"Retail Trade (Group)",5,"Retail Trade",2015,"2015","04000US24","Maryland",9643,604.4667071063551,0.9465156572645914,"Carroll County, MD","05000US24013","carroll-county-md",49915,6399,10133,-4.835685384387645,52311,-4.5802985987650775,10.933602430949248
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2015,"2015","04000US24","Maryland",2736,336.8798005223822,0.7553497827249902,"Carroll County, MD","05000US24013","carroll-county-md",95218,7026,2542,7.631785995279309,92137,3.3439334903458984,3.102181504830151
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2015,"2015","04000US24","Maryland",708,169.72919607421701,0.9433371195021183,"Carroll County, MD","05000US24013","carroll-county-md",129323,55578,744,-4.838709677419355,133203,-2.9128473082438084,0.8027574946709602
6,"Information (Group)",8,"Information",2015,"2015","04000US24","Maryland",2048,260.6856344335069,1.09381185888925,"Carroll County, MD","05000US24013","carroll-county-md",109243,13328,1968,4.0650406504065035,108736,0.4662669217186581,2.322100775545376
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2015,"2015","04000US24","Maryland",4036,367.2124725550591,0.976809929584184,"Carroll County, MD","05000US24013","carroll-county-md",146338,16600,3935,2.5667090216010164,152359,-3.9518505634718,4.576171254932197
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2015,"2015","04000US24","Maryland",1681,246.91091510907333,1.0100945301991202,"Carroll County, MD","05000US24013","carroll-county-md",110910,30956,1640,2.5,90632,22.373995939623974,1.9059821307088758
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2015,"2015","04000US24","Maryland",7778,566.1280773817883,1.319428988116448,"Carroll County, MD","05000US24013","carroll-county-md",141209,10755,7935,-1.978575929426591,145968,-3.2603036281924807,8.818994058687469
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2015,"2015","04000US24","Maryland",42,34.928498393145965,0.5968376915561163,"Carroll County, MD","05000US24013","carroll-county-md",40833,31207,65,-35.38461538461539,124427,-67.18316764046388,0.047621207310989164
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2015,"2015","04000US24","Maryland",3509,372.9785516621565,0.9328032868062477,"Carroll County, MD","05000US24013","carroll-county-md",76342,10050,3433,2.213807165744247,79204,-3.613453865966365,3.9786384870062133
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2015,"2015","04000US24","Maryland",8634,545.0229352972221,1.0485668928634955,"Carroll County, MD","05000US24013","carroll-county-md",97616,9959,8468,1.9603212092583846,105564,-7.529081883975598,9.7895596172162
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2015,"2015","04000US24","Maryland",11310,686.5347769778309,0.9283900251001405,"Carroll County, MD","05000US24013","carroll-county-md",92355,14950,11753,-3.7692504041521318,89950,2.6737076153418564,12.823710825887796
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2015,"2015","04000US24","Maryland",1441,213.19005605327843,0.7566747718050361,"Carroll County, MD","05000US24013","carroll-county-md",40417,15215,1510,-4.56953642384106,36728,10.044108037464605,1.6338609460746518
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2015,"2015","04000US24","Maryland",5264,449.28498750792903,0.8026472450207384,"Carroll County, MD","05000US24013","carroll-county-md",23872,4278,5184,1.5432098765432098,25777,-7.390309190363502,5.9685246496439746
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2015,"2015","04000US24","Maryland",4400,442.8747001127971,1.0101404528533298,"Carroll County, MD","05000US24013","carroll-county-md",,,4432,-0.7220216606498195,,NaN,4.988888384960769
12,"Public Administration (Group)",19,"Public Administration",2015,"2015","04000US24","Maryland",7474,511.15653179823505,1.765203975682111,"Carroll County, MD","05000US24013","carroll-county-md",147199,11565,7066,5.774129634871214,149799,-1.7356591165495099,8.474307224817453
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2014,"2014","04000US24","Maryland",851,204.02205763103166,0.7046971104691587,"Carroll County, MD","05000US24013","carroll-county-md",45311,21940,1089,-21.85491276400367,50995,-11.146190803019904,0.9605074549374146
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2014,"2014","04000US24","Maryland",28,24.18677324489565,0.05318797528834689,"Carroll County, MD","05000US24013","carroll-county-md",,,24,16.666666666666664,,NaN,0.03160306549735324
1,"Construction (Group)",2,"Construction",2014,"2014","04000US24","Maryland",8143,546.1172035378486,1.4906530469684875,"Carroll County, MD","05000US24013","carroll-county-md",89890,9948,8368,-2.6888145315487573,91484,-1.7423811814087709,9.190848655176694
2,"Manufacturing (Group)",3,"Manufacturing",2014,"2014","04000US24","Maryland",6566,555.6761646858716,0.7107791173480793,"Carroll County, MD","05000US24013","carroll-county-md",105368,13071,6648,-1.233453670276775,103888,1.4246111196673341,7.410918859129335
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2014,"2014","04000US24","Maryland",2203,306.4718584144391,0.9057537577540068,"Carroll County, MD","05000US24013","carroll-county-md",110295,15757,2376,-7.281144781144781,110205,0.08166598611678236,2.4864840460953284
4,"Retail Trade (Group)",5,"Retail Trade",2014,"2014","04000US24","Maryland",10133,576.7122332671643,0.9883039226425959,"Carroll County, MD","05000US24013","carroll-county-md",52311,4866,10259,-1.2281898820547812,54148,-3.392553741597104,11.436923667310014
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2014,"2014","04000US24","Maryland",2542,304.2433236736675,0.7058288028282201,"Carroll County, MD","05000US24013","carroll-county-md",92137,9555,2482,2.4174053182917,96282,-4.305062213082404,2.8691068747954263
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2014,"2014","04000US24","Maryland",744,162.0493751916372,0.9743407535802313,"Carroll County, MD","05000US24013","carroll-county-md",133203,61342,821,-9.378806333739343,107681,23.70148865630891,0.8397385975011005
6,"Information (Group)",8,"Information",2014,"2014","04000US24","Maryland",1968,261.01532522057016,1.039805955638459,"Carroll County, MD","05000US24013","carroll-county-md",108736,17316,2051,-4.0468064358849345,112098,-2.999161448018698,2.221244032099685
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2014,"2014","04000US24","Maryland",3935,398.10676959830766,0.9407466993674993,"Carroll County, MD","05000US24013","carroll-county-md",152359,18562,4176,-5.771072796934866,144134,5.706495344609877,4.44135938328875
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2014,"2014","04000US24","Maryland",1640,236.34931774811622,0.9848673153158967,"Carroll County, MD","05000US24013","carroll-county-md",90632,20681,1344,22.023809523809522,88155,2.8098236061482615,1.8510366934164042
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2014,"2014","04000US24","Maryland",7935,621.5504806530198,1.3602113280843704,"Carroll County, MD","05000US24013","carroll-county-md",145968,13636,7529,5.392482401381325,160620,-9.122151662308555,8.956083025767784
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2014,"2014","04000US24","Maryland",65,41.036569057366385,0.9653349366410866,"Carroll County, MD","05000US24013","carroll-county-md",124427,74599,71,-8.450704225352112,97374,27.78257029597223,0.0733642591902843
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2014,"2014","04000US24","Maryland",3433,393.2492848054526,0.916312928290337,"Carroll County, MD","05000US24013","carroll-county-md",79204,10975,3331,3.0621435004503152,75988,4.23224719692583,3.8747615661576313
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2014,"2014","04000US24","Maryland",8468,544.0082719959321,1.0150480321292066,"Carroll County, MD","05000US24013","carroll-county-md",105564,10034,8414,0.6417874970287616,104786,0.7424655965491573,9.557669951128117
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2014,"2014","04000US24","Maryland",11753,771.3585417949295,0.961388868536537,"Carroll County, MD","05000US24013","carroll-county-md",89950,13564,11475,2.422657952069717,94065,-4.374634561207675,13.265386742514023
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2014,"2014","04000US24","Maryland",1510,258.31182706178976,0.7930976605912691,"Carroll County, MD","05000US24013","carroll-county-md",36728,10006,1380,9.420289855072465,39702,-7.490806508488237,1.7043081750358358
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2014,"2014","04000US24","Maryland",5184,509.97450916687984,0.7971729134652983,"Carroll County, MD","05000US24013","carroll-county-md",25777,5778,4654,11.388053287494628,26159,-1.4603004702014604,5.851081840652829
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2014,"2014","04000US24","Maryland",4432,458.92591994787136,1.0087874522719038,"Carroll County, MD","05000US24013","carroll-county-md",,,4278,3.5998129967274424,,NaN,5.002313795866771
12,"Public Administration (Group)",19,"Public Administration",2014,"2014","04000US24","Maryland",7066,504.28761634606894,1.621273797554014,"Carroll County, MD","05000US24013","carroll-county-md",149799,14110,7103,-0.5209066591581022,153254,-2.25442729064168,7.9752593144392145
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2013,"2013","04000US24","Maryland",1089,232.77671704876326,0.9080369027442359,"Carroll County, MD","05000US24013","carroll-county-md",50995,26069,,NaN,,NaN,1.2392885186576081
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2013,"2013","04000US24","Maryland",24,22.80350850198276,0.048729319309001894,"Carroll County, MD","05000US24013","carroll-county-md",,,,NaN,,NaN,0.02731214366187566
1,"Construction (Group)",2,"Construction",2013,"2013","04000US24","Maryland",8368,573.7360020078921,1.5240079738163406,"Carroll County, MD","05000US24013","carroll-county-md",91484,7561,,NaN,,NaN,9.522834090107315
2,"Manufacturing (Group)",3,"Manufacturing",2013,"2013","04000US24","Maryland",6648,495.4523185938279,0.7218952664819261,"Carroll County, MD","05000US24013","carroll-county-md",103888,11957,,NaN,,NaN,7.565463794339558
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2013,"2013","04000US24","Maryland",2376,312.3475628206502,0.9740994117545441,"Carroll County, MD","05000US24013","carroll-county-md",110205,11782,,NaN,,NaN,2.7039022225256906
4,"Retail Trade (Group)",5,"Retail Trade",2013,"2013","04000US24","Maryland",10259,632.8609641935581,1.0089677451223773,"Carroll County, MD","05000US24013","carroll-county-md",54148,5911,,NaN,,NaN,11.674803409465934
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2013,"2013","04000US24","Maryland",2482,344.47786576208347,0.6936053385466471,"Carroll County, MD","05000US24013","carroll-county-md",96282,12073,,NaN,,NaN,2.824530857032308
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2013,"2013","04000US24","Maryland",821,172.18594600024707,1.0744893423200779,"Carroll County, MD","05000US24013","carroll-county-md",107681,24233,,NaN,,NaN,0.93430291443333
6,"Information (Group)",8,"Information",2013,"2013","04000US24","Maryland",2051,269.0167281044062,1.0833929432218437,"Carroll County, MD","05000US24013","carroll-county-md",112098,19321,,NaN,,NaN,2.3340502771044576
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2013,"2013","04000US24","Maryland",4176,440.5326321624767,0.9946402213220653,"Carroll County, MD","05000US24013","carroll-county-md",144134,24256,,NaN,,NaN,4.752312997166365
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2013,"2013","04000US24","Maryland",1344,260.93102536877444,0.8061431132464516,"Carroll County, MD","05000US24013","carroll-county-md",88155,16471,,NaN,,NaN,1.529480045065037
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2013,"2013","04000US24","Maryland",7529,524.1011352782973,1.3133842843321355,"Carroll County, MD","05000US24013","carroll-county-md",160620,13120,,NaN,,NaN,8.568047067927576
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2013,"2013","04000US24","Maryland",71,41.725292090050125,1.051735459661045,"Carroll County, MD","05000US24013","carroll-county-md",97374,60189,,NaN,,NaN,0.0807984249997155
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2013,"2013","04000US24","Maryland",3331,383.29362113137233,0.9058184630216628,"Carroll County, MD","05000US24013","carroll-county-md",75988,13045,,NaN,,NaN,3.7906979390711597
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2013,"2013","04000US24","Maryland",8414,581.9759445200463,1.0117148390085606,"Carroll County, MD","05000US24013","carroll-county-md",104786,9151,,NaN,,NaN,9.575182365459241
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2013,"2013","04000US24","Maryland",11475,699.8871337580082,0.9527309718909979,"Carroll County, MD","05000US24013","carroll-county-md",94065,15955,,NaN,,NaN,13.0586186883343
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2013,"2013","04000US24","Maryland",1380,242.42524621004307,0.7367739748356463,"Carroll County, MD","05000US24013","carroll-county-md",39702,16854,,NaN,,NaN,1.5704482605578507
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2013,"2013","04000US24","Maryland",4654,422.19071519871204,0.7338156230838411,"Carroll County, MD","05000US24013","carroll-county-md",26159,4152,,NaN,,NaN,5.296279858432055
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2013,"2013","04000US24","Maryland",4278,452.6897392254434,0.9806223518270135,"Carroll County, MD","05000US24013","carroll-county-md",,,,NaN,,NaN,4.868389607729337
12,"Public Administration (Group)",19,"Public Administration",2013,"2013","04000US24","Maryland",7103,526.6080136116426,1.630254352386155,"Carroll County, MD","05000US24013","carroll-county-md",153254,13770,,NaN,,NaN,8.083256517929284